id,best_t_cost=-1,best_t_pf=-1,sdp_pf=-1,states,t_changes_pf=-1,t_changes_proba_pf=-1,t_cost_pf=-1,ts
115342380,6.7620607999999995,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'send2_6-toward:(10,)'), ('contact_ids', [11]), ('source_node', 3)])]",0.5091353599999999,"(0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[129691287, 129166407]","[0.8, 0.19999999999999996]",6.7620607999999995,8
114830622,8.7620608,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'send5_6-toward:(94, 112, 10)'), ('contact_ids', [95, 113, 11]), ('source_node', 6)])]",0.5091353599999999,"(0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[129179529, 129159849, 129691287, 129166407]","[0.0, 0.0, 0.8, 0.19999999999999996]",8.7620608,8
114811668,7.840000000000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)])]",0.48800000000000004,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0)",[129160575],[1.0],7.840000000000001,8
114810966,4.5200000000000005,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'send11_8-toward:(30,)'), ('contact_ids', [31]), ('source_node', 12)])]",0.488,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[129159873, 129160575]","[0.8, 0.19999999999999996]",4.5200000000000005,8
114810942,7.7620607999999995,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'send13_6-toward:(112, 10)'), ('contact_ids', [113, 11]), ('source_node', 14)])]",0.5091353599999999,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[129159849, 129691287, 129166407]","[0.0, 0.8, 0.19999999999999996]",7.7620607999999995,8
114810940,6.840000000000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 15)])]",0.48800000000000004,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1)",[129159847],[1.0],6.840000000000001,8
114869988,5.840000000000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)])]",0.48800000000000004,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",[129218895],[1.0],5.840000000000001,8
115322700,7.7620607999999995,"[OrderedDict([('copies', 1), ('name', 'send2_6-toward:(10,)'), ('contact_ids', [11]), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.5091353599999999,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[129671607, 129146727]","[0.8, 0.19999999999999996]",7.7620607999999995,8
114791988,8.84,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.48800000000000004,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",[129140895],[1.0],8.84,8
114791286,5.5200000000000005,"[OrderedDict([('copies', 1), ('name', 'send11_8-toward:(30,)'), ('contact_ids', [31]), ('source_node', 12)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.488,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0)","[129140193, 129140895]","[0.8, 0.19999999999999996]",5.5200000000000005,8
114791262,8.762060799999999,"[OrderedDict([('copies', 1), ('name', 'send13_6-toward:(112, 10)'), ('contact_ids', [113, 11]), ('source_node', 14)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.5091353599999999,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0)","[129140169, 129671607, 129146727]","[0.0, 0.8, 0.19999999999999996]",8.762060799999999,8
114791260,7.840000000000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 15)])]",0.48800000000000004,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",[129140167],[1.0],7.840000000000001,8
114850308,6.840000000000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.48800000000000004,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",[129199215],[1.0],6.840000000000001,8
115854138,8.762060799999999,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'send2_6-toward:(10,)'), ('contact_ids', [11]), ('source_node', 3)])]",0.5091353599999999,"(0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[130203045, 129678165]","[0.8, 0.19999999999999996]",8.762060799999999,8
115323426,9.84,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)]), OrderedDict([('copies', 1), ('name', 'send2_13-toward:(114,)'), ('contact_ids', [115]), ('source_node', 3)])]",0.48800000000000004,"(0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[129672333, 129140895]","[0.0, 1.0]",9.84,8
115322724,6.52,"[OrderedDict([('copies', 1), ('name', 'send2_5-toward:(114, 92)'), ('contact_ids', [115, 93]), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'send11_8-toward:(30,)'), ('contact_ids', [31]), ('source_node', 12)])]",0.488,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[129671631, 129672333, 129140193, 129140895, 129159873, 129160575]","[0.0, 0.0, 0.0, 0.0, 0.8, 0.19999999999999996]",6.52,8
115322698,8.84,"[OrderedDict([('copies', 1), ('name', 'send2_13-toward:(114,)'), ('contact_ids', [115]), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 15)])]",0.48800000000000004,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[129671605, 129140167]","[0.0, 1.0]",8.84,8
115381746,7.840000000000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)]), OrderedDict([('copies', 1), ('name', 'send2_13-toward:(114,)'), ('contact_ids', [115]), ('source_node', 3)])]",0.48800000000000004,"(0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[129730653, 129199215]","[0.0, 1.0]",7.840000000000001,8
115322778,5.56288,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)])]",0.4920959999999999,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[129671685],[1.0],5.56288,8
114811020,3.5628800000000003,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)])]",0.4920959999999999,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[129159927],[1.0],3.5628800000000003,8
114792066,9.0585856,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)])]",0.050219519999999976,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0)",[129140973],[1.0],9.0585856,8
114791364,5.218751999999999,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 12)])]",0.16195839999999995,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",[129140271],[1.0],5.218751999999999,8
114791340,4.56288,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.4920959999999999,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",[129140247],[1.0],4.56288,8
114791338,8.0585856,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 15)])]",0.050219519999999976,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",[129140245],[1.0],8.0585856,8
114850386,7.058585600000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 11)])]",0.050219519999999976,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",[129199293],[1.0],7.058585600000001,8
115322706,6.56288,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 13)])]",0.4920959999999999,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",[129671613],[1.0],6.56288,8
114810948,4.56288,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 13)])]",0.4920959999999999,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0)",[129159855],[1.0],4.56288,8
114791994,10.0585856,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)]), OrderedDict([('copies', 1), ('name', 'send12_10-toward:(52,)'), ('contact_ids', [53]), ('source_node', 13)])]",0.050219519999999976,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0)","[129140901, 129140973]","[0.0, 1.0]",10.0585856,8
114791292,6.218751999999999,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 12)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 13)])]",0.16195839999999995,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",[129140199],[1.0],6.218751999999999,8
114791268,5.56288,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 13)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.4920959999999999,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",[129140175],[1.0],5.56288,8
114791266,9.0585856,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 13)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 15)])]",0.050219519999999976,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",[129140173],[1.0],9.0585856,8
114850314,8.0585856,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 13)])]",0.050219519999999976,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",[129199221],[1.0],8.0585856,8
115499844,7.56288,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'send3_12-toward:(74,)'), ('contact_ids', [75]), ('source_node', 4)])]",0.4920959999999999,"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[129848751, 129671613]","[0.0, 1.0]",7.56288,8
114988086,5.56288,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'send3_12-toward:(74,)'), ('contact_ids', [75]), ('source_node', 4)])]",0.4920959999999999,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[129336993, 129159855]","[0.0, 1.0]",5.56288,8
114969132,11.0585856,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)]), OrderedDict([('copies', 1), ('name', 'send3_10-toward:(74, 52)'), ('contact_ids', [75, 53]), ('source_node', 4)])]",0.050219519999999976,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)","[129318039, 129140901, 129140973]","[0.0, 0.0, 1.0]",11.0585856,8
114968430,7.218751999999999,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 12)]), OrderedDict([('copies', 1), ('name', 'send3_12-toward:(74,)'), ('contact_ids', [75]), ('source_node', 4)])]",0.16195839999999995,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","[129317337, 129140199]","[0.0, 1.0]",7.218751999999999,8
114968406,6.56288,"[OrderedDict([('copies', 1), ('name', 'send3_12-toward:(74,)'), ('contact_ids', [75]), ('source_node', 4)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.4920959999999999,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)","[129317313, 129140175]","[0.0, 1.0]",6.56288,8
114968404,10.0585856,"[OrderedDict([('copies', 1), ('name', 'send3_12-toward:(74,)'), ('contact_ids', [75]), ('source_node', 4)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 15)])]",0.050219519999999976,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)","[129317311, 129140173]","[0.0, 1.0]",10.0585856,8
115027452,9.0585856,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)]), OrderedDict([('copies', 1), ('name', 'send3_12-toward:(74,)'), ('contact_ids', [75]), ('source_node', 4)])]",0.050219519999999976,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)","[129376359, 129199221]","[0.0, 1.0]",9.0585856,8
115322940,5.0544,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)])]",0.5084799999999999,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[129671847],[1.0],5.0544,8
114811182,3.0544000000000002,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)])]",0.5084799999999999,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[129160089],[1.0],3.0544000000000002,8
114792228,8.977727999999999,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)])]",0.08085759999999996,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",[129141135],[1.0],8.977727999999999,8
114791526,5.0297600000000005,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 12)])]",0.18899199999999994,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",[129140433],[1.0],5.0297600000000005,8
114791502,4.0544,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 14)])]",0.5084799999999999,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",[129140409],[1.0],4.0544,8
114791500,7.977728,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 15)])]",0.08085759999999996,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",[129140407],[1.0],7.977728,8
114850548,6.977728,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 5)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 10)])]",0.08085759999999996,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",[129199455],[1.0],6.977728,8
115329258,4.952,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 3)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 7)])]",0.5903999999999999,"(0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[129678165],[1.0],4.952,8
114817500,2.9520000000000004,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 6)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 7)])]",0.5903999999999999,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",[129166407],[1.0],2.9520000000000004,8
114798546,8.786240000000001,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 7)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 9)])]",0.234048,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0)",[129147453],[1.0],8.786240000000001,8
114797844,4.860799999999999,"[OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 7)]), OrderedDict([('copies', 1), ('name', 'next'), ('contact_ids', []), ('source_node', 12)])]",0.32415999999999995,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",[129146751],[1.0],4.860799999999999,8
